State,Year,District,Taluka,Pre-Monsoon Level (mbgl),Post-Monsoon Level (mbgl),Annual Recharge (MCM),Extractable Resource (MCM),Total Extraction (MCM),Extraction Stage (%),Groundwater Category,Area / Pocket,Subdivision
Maharashtra,2025,Raigad,Mangaon,4.5 - 8.9,1.5 - 3.4,125.1,118.85,38.6,32.48%,Safe,,
Maharashtra,2025,Raigad,Mhasala,4.0 - 8.0,1.4 - 3.1,62.4,59.28,15.2,25.64%,Safe,,
Maharashtra,2025,Raigad,Murud,4.1 - 8.2,1.3 - 2.9,58.6,55.67,18.4,33.05%,Safe (Saline Risk),,
Maharashtra,2025,Raigad,Panvel,6.2 - 11.8,2.5 - 5.2,158.4,150.48,94.2,62.60%,Safe,,
Maharashtra,2025,Raigad,Pen,4.8 - 9.2,1.8 - 3.8,102.5,97.38,36.4,37.38%,Safe,,
Maharashtra,2025,Raigad,Poladpur,3.5 - 7.0,0.8 - 2.2,74.2,70.49,11.5,16.31%,Safe,,
Maharashtra,2025,Raigad,Roha,4.6 - 9.0,1.6 - 3.6,98.7,93.77,32.1,34.23%,Safe,,
Maharashtra,2025,Raigad,Shrivardhan,4.3 - 8.4,1.4 - 3.2,68.4,64.98,21.6,33.24%,Safe (Saline Risk),,
Maharashtra,2025,Raigad,Sudhagad,4.2 - 8.1,1.3 - 3.0,82.4,78.28,22.4,28.62%,Safe,,
Maharashtra,2025,Raigad,Tala,4.0 - 7.8,1.2 - 2.8,52.8,50.16,12.1,24.12%,Safe,,
Maharashtra,2025,Raigad,Uran,5.0 - 9.5,2.0 - 4.1,45.3,43.04,24.8,57.62%,Safe (Saline Risk),,
Maharashtra,2025,Ratnagiri,Dapoli,4.5 - 9.2,1.5 - 3.5,112.4,106.78,32.4,30.34%,Safe (Saline Risk),,
Maharashtra,2025,Ratnagiri,Mandangad,4.0 - 8.5,1.2 - 3.0,68.5,65.08,14.5,22.28%,Safe,,
Maharashtra,2025,Ratnagiri,Khed,5.2 - 10.5,1.8 - 4.2,134.6,127.87,38.6,30.19%,Safe,,
Maharashtra,2025,Ratnagiri,Chiplun,5.0 - 9.8,1.6 - 4.0,158.2,150.29,51.2,34.07%,Safe,,
Maharashtra,2025,Ratnagiri,Guhagar,4.2 - 8.9,1.4 - 3.2,88.4,83.98,24.8,29.53%,Safe (Saline Risk),,
Maharashtra,2025,Ratnagiri,Ratnagiri,5.5 - 11.2,2.0 - 4.5,145.8,138.51,58.4,42.16%,Safe (Saline Risk),,
Maharashtra,2025,Ratnagiri,Sangameshwar,4.8 - 9.5,1.5 - 3.8,162.1,154,34.2,22.21%,Safe,,
Maharashtra,2025,Ratnagiri,Lanja,4.6 - 9.0,1.4 - 3.6,92.3,87.69,21.5,24.52%,Safe,,
Maharashtra,2025,Ratnagiri,Rajapur,4.9 - 10.0,1.7 - 3.9,118.7,112.77,28.6,25.36%,Safe (Saline Risk),,
Maharashtra,2025,Sangli,Miraj,6.8 - 12.5,3.5 - 6.8,158.4,150.48,122.4,81.34%,Semi-Critical,,
Maharashtra,2025,Sangli,Walwa,6.2 - 11.8,3.0 - 5.5,162.5,154.38,118.5,76.76%,Semi-Critical,,
Maharashtra,2025,Sangli,Tasgaon,8.5 - 16.8,4.8 - 9.0,114.2,108.49,102.6,94.57%,Critical,,
Maharashtra,2025,Sangli,Shirala,3.8 - 7.2,1.1 - 2.8,112.6,106.97,24.2,22.62%,Safe,,
Maharashtra,2025,Sangli,Palus,5.8 - 10.5,2.5 - 5.0,72.4,68.78,48.5,70.51%,Safe,,
Maharashtra,2025,Sangli,Kadegaon,6.5 - 12.0,3.2 - 6.2,84.5,80.28,62.1,77.35%,Semi-Critical,,
Maharashtra,2025,Sangli,Khanapur,7.8 - 14.5,4.2 - 7.9,98.7,93.77,78.4,83.61%,Semi-Critical,,
Maharashtra,2025,Sangli,Atpadi,9.0 - 18.5,5.2 - 10.2,68.2,64.79,69.5,107.27%,Over-Exploited,,
Maharashtra,2025,Sangli,Kavathe Mahankal,8.8 - 17.2,5.0 - 9.6,82.4,78.28,74.2,94.79%,Critical,,
Maharashtra,2025,Sangli,Jat,9.5 - 21.0,5.8 - 11.2,145.8,138.51,152.1,109.81%,Over-Exploited,,
Maharashtra,2025,Satara,Satara,6.2 - 11.8,2.5 - 5.2,138.4,131.48,84.5,64.27%,Safe,,
Maharashtra,2025,Satara,Karad,6.5 - 12.0,3.0 - 5.5,168.2,159.79,124.6,77.98%,Semi-Critical,,
Maharashtra,2025,Satara,Wai,5.8 - 10.5,2.2 - 4.8,94.6,89.87,62.4,69.43%,Safe,,
Maharashtra,2025,Satara,Phaltan,8.8 - 17.5,4.8 - 9.2,142.5,135.38,128.2,94.70%,Critical,,
Maharashtra,2025,Satara,Koregaon,7.2 - 13.8,3.8 - 7.1,118.6,112.67,88.5,78.55%,Semi-Critical,,
Maharashtra,2025,Satara,Patan,3.5 - 6.8,0.8 - 2.2,154.1,146.4,28.4,19.40%,Safe,,
Maharashtra,2025,Satara,Khatav,9.2 - 19.8,5.2 - 10.5,112.4,106.78,114.6,107.32%,Over-Exploited,,
Maharashtra,2025,Satara,Man,9.8 - 21.5,5.8 - 11.8,102.5,97.38,108.2,111.11%,Over-Exploited,,
Maharashtra,2025,Satara,Khandala,6.9 - 12.8,3.5 - 6.5,78.4,74.48,58.2,78.14%,Semi-Critical,,
Maharashtra,2025,Satara,Jaoli,3.2 - 6.2,0.6 - 1.8,88.2,83.79,14.2,16.95%,Safe,,
Maharashtra,2025,Satara,Mahabaleshwar,2.8 - 5.5,0.4 - 1.2,64.6,61.37,6.8,11.08%,Safe,,
Maharashtra,2025,Sindhudurg,Devgad,4.8 - 9.5,1.8 - 3.8,98.4,93.48,26.5,28.35%,Safe (Saline Risk),,
Maharashtra,2025,Sindhudurg,Dodamarg,3.2 - 6.5,0.8 - 2.0,82.5,78.38,12.4,15.82%,Safe,,
Maharashtra,2025,Sindhudurg,Kankavli,5.0 - 10.2,1.9 - 4.2,124.6,118.37,34.8,29.40%,Safe,,
Maharashtra,2025,Sindhudurg,Kudal,4.5 - 9.0,1.5 - 3.5,138.2,131.29,36.2,27.57%,Safe,,
Maharashtra,2025,Sindhudurg,Malvan,4.6 - 9.2,1.6 - 3.6,105.4,100.13,31.4,31.36%,Safe (Saline Risk),,
Maharashtra,2025,Sindhudurg,Sawantwadi,3.8 - 7.8,1.0 - 2.4,148.5,141.08,28.5,20.20%,Safe,,
Maharashtra,2025,Sindhudurg,Vaibhavwadi,4.0 - 8.2,1.2 - 2.8,74.2,70.49,15.1,21.42%,Safe,,
Maharashtra,2025,Sindhudurg,Vengurla,4.2 - 8.8,1.4 - 3.2,68.4,64.98,22.4,34.47%,Safe (Saline Risk),,
Maharashtra,2025,Solapur,North Solapur,8.2 - 15.0,4.5 - 8.1,96.4,91.58,74.2,81.02%,Semi-Critical,,
Maharashtra,2025,Solapur,South Solapur,8.5 - 15.5,4.8 - 8.5,114.2,108.49,92.5,85.26%,Semi-Critical,,
Maharashtra,2025,Solapur,Akkalkot,9.0 - 18.2,5.2 - 10.0,148.6,141.17,128.4,90.95%,Critical,,
Maharashtra,2025,Solapur,Barshi,7.8 - 14.5,4.0 - 7.6,165.2,156.94,124.6,79.39%,Semi-Critical,,
Maharashtra,2025,Solapur,Karmala,8.8 - 17.0,5.0 - 9.2,122.5,116.38,104.2,89.53%,Semi-Critical,,
Maharashtra,2025,Solapur,Madha,8.0 - 16.2,4.6 - 8.9,138.4,131.48,112.5,85.56%,Semi-Critical,,
Maharashtra,2025,Solapur,Malshiras,10.5 - 24.5,6.2 - 13.8,195.8,186.01,205.4,110.42%,Over-Exploited,,
Maharashtra,2025,Solapur,Mangalwedha,8.9 - 17.5,5.1 - 9.5,102.3,97.19,88.6,91.16%,Critical,,
Maharashtra,2025,Solapur,Mohol,7.5 - 13.8,3.8 - 7.2,118.7,112.77,84.5,74.93%,Semi-Critical,,
Maharashtra,2025,Solapur,Pandharpur,9.5 - 22.0,5.8 - 12.2,154.1,146.4,158.2,108.06%,Over-Exploited,,
Maharashtra,2025,Solapur,Sangola,10.0 - 23.8,6.0 - 13.0,112.4,106.78,116.4,109.01%,Over-Exploited,,
Maharashtra,2025,Thane,Thane,5.5 - 10.2,2.0 - 4.5,45.4,43.13,28.5,66.08%,Safe,,
Maharashtra,2025,Thane,Kalyan,6.2 - 11.5,2.5 - 5.0,68.2,64.79,48.6,75.01%,Semi-Critical,,
Maharashtra,2025,Thane,Bhiwandi,6.5 - 12.0,2.8 - 5.2,114.5,108.78,85.4,78.51%,Semi-Critical,,
Maharashtra,2025,Thane,Shahapur,4.2 - 8.5,1.2 - 2.8,158.6,150.67,42.1,27.94%,Safe,,
Maharashtra,2025,Thane,Murbad,4.5 - 8.9,1.4 - 3.0,112.4,106.78,32.4,30.34%,Safe,,
Maharashtra,2025,Thane,Ambernath,5.8 - 11.0,2.2 - 4.8,52.8,50.16,36.5,72.77%,Semi-Critical,,
Maharashtra,2025,Thane,Ulhasnagar,5.2 - 9.8,2.0 - 4.4,14.2,13.49,9.8,72.65%,Semi-Critical,,
Maharashtra,2025,Wardha,Wardha,6.2 - 11.5,2.5 - 5.0,122.4,116.28,74.5,64.07%,Safe,,
Maharashtra,2025,Wardha,Arvi,7.5 - 14.8,4.2 - 7.9,105.3,100.04,82.4,82.37%,Semi-Critical,,
Maharashtra,2025,Wardha,Ashti,6.8 - 12.5,3.5 - 6.8,68.4,64.98,44.2,68.02%,Safe,,
Maharashtra,2025,Wardha,Deoli,5.8 - 11.0,2.8 - 5.4,114.5,108.78,72.1,66.28%,Safe,,
Maharashtra,2025,Wardha,Hinganghat,6.0 - 11.8,2.9 - 5.8,134.8,128.06,85.6,66.84%,Safe,,
Maharashtra,2025,Wardha,Karanja,7.2 - 13.9,3.8 - 7.5,88.2,83.79,66.8,79.72%,Semi-Critical,,
Maharashtra,2025,Wardha,Samudrapur,5.2 - 9.8,2.0 - 4.4,92.6,87.97,42.5,48.31%,Safe,,
Maharashtra,2025,Wardha,Seloo,6.5 - 12.2,3.0 - 6.0,96.5,91.68,62.4,68.06%,Safe,,
Maharashtra,2025,Washim,Washim,6.5 - 12.0,2.8 - 5.5,114.2,108.49,74.5,68.67%,Safe,,
Maharashtra,2025,Washim,Malegaon,6.0 - 11.5,2.5 - 5.1,96.5,91.68,62.4,68.06%,Safe,,
Maharashtra,2025,Washim,Risod,6.8 - 12.8,3.2 - 6.0,118.4,112.48,82.1,72.99%,Safe,,
Maharashtra,2025,Washim,Mangrulpir,7.2 - 13.8,3.8 - 7.1,88.6,84.17,66.2,78.65%,Semi-Critical,,
Maharashtra,2025,Washim,Karanja,7.5 - 14.2,4.0 - 7.5,105.3,100.04,79.5,79.47%,Semi-Critical,,
Maharashtra,2025,Washim,Manora,5.8 - 10.5,2.2 - 4.8,84.5,80.28,44.8,55.80%,Safe,,
Maharashtra,2025,Yavatmal,Arni,6.2 - 11.5,3.0 - 5.5,112.4,106.78,74.2,69.49%,Safe,,
Maharashtra,2025,Yavatmal,Babhulgaon,5.8 - 10.8,2.5 - 5.0,88.5,84.08,51.4,61.13%,Safe,,
Maharashtra,2025,Yavatmal,Darwha,7.0 - 13.5,3.8 - 7.1,118.6,112.67,86.4,76.68%,Semi-Critical,,
Maharashtra,2025,Yavatmal,Digras,7.2 - 13.8,3.9 - 7.2,82.4,78.28,64.5,82.39%,Semi-Critical,,
Maharashtra,2025,Yavatmal,Ghatanji,5.5 - 10.2,2.2 - 4.8,94.6,89.87,42.1,46.85%,Safe,,
Maharashtra,2025,Yavatmal,Kalamb,6.0 - 11.2,2.8 - 5.4,85.2,80.94,52.6,64.99%,Safe,,
Maharashtra,2025,Yavatmal,Kelapur,5.2 - 9.8,2.0 - 4.4,102.5,97.38,48.5,49.80%,Safe,,
Maharashtra,2025,Yavatmal,Mahagaon,6.8 - 12.8,3.5 - 6.5,114.2,108.49,82.4,75.95%,Semi-Critical,,
Maharashtra,2025,Yavatmal,Maregaon,5.0 - 9.5,1.8 - 4.1,74.3,70.59,32.4,45.90%,Safe,,
Maharashtra,2025,Yavatmal,Ner,7.1 - 13.2,3.6 - 6.9,92.5,87.88,68.2,77.61%,Semi-Critical,,
Maharashtra,2025,Yavatmal,Pusad,7.8 - 14.8,4.2 - 8.2,148.6,141.17,118.5,83.94%,Semi-Critical,,
Maharashtra,2025,Yavatmal,Ralegaon,5.4 - 10.0,2.1 - 4.5,96.4,91.58,44.6,48.70%,Safe,,
Maharashtra,2025,Yavatmal,Umarkhed,7.5 - 14.5,4.0 - 7.8,134.8,128.06,104.2,81.37%,Semi-Critical,,
Maharashtra,2025,Yavatmal,Wani,6.0 - 11.0,2.7 - 5.2,122.5,116.38,78.4,67.37%,Safe,,
Maharashtra,2025,Yavatmal,Yavatmal,6.5 - 12.2,3.2 - 6.0,128.4,121.98,88.6,72.63%,Safe,,
Maharashtra,2025,Yavatmal,Zari Jamani,4.8 - 9.2,1.6 - 3.8,68.2,64.79,22.1,34.11%,Safe,,
